Date,High,Low,Open,Close,Volume,Adj Close
2016-01-04,135.97000122070312,134.24000549316406,135.60000610351562,135.9499969482422,5229400.0,115.34651947021484
2016-01-05,136.88999938964844,134.85000610351562,136.75999450683594,135.85000610351562,3924800.0,115.26168060302734
2016-01-06,135.5800018310547,133.6199951171875,134.3800048828125,135.1699981689453,4310900.0,114.68474578857422
2016-01-07,135.02000427246094,132.42999267578125,133.6999969482422,132.86000061035156,7025800.0,112.72481536865234
2016-01-08,133.82000732421875,131.32000732421875,133.17999267578125,131.6300048828125,4762700.0,111.68121337890625
2016-01-11,133.82000732421875,131.75999450683594,131.80999755859375,133.22999572753906,4974400.0,113.03872680664062
2016-01-12,133.77999877929688,131.1300048828125,133.64999389648438,132.89999389648438,5078700.0,112.75875854492188
2016-01-13,134.27999877929688,131.10000610351562,133.5,131.1699981689453,4700100.0,111.29092407226562
2016-01-14,133.7899932861328,131.22000122070312,131.92999267578125,132.91000366210938,5709600.0,112.76724243164062
2016-01-15,130.8800048828125,128.8699951171875,130.00999450683594,130.02999877929688,9008500.0,110.32368469238281
2016-01-19,132.10000610351562,128.05999755859375,130.11000061035156,128.11000061035156,9979600.0,108.69467163085938
2016-01-20,123.98999786376953,118.0,118.45999908447266,121.86000061035156,16157800.0,103.39188385009766
2016-01-21,125.0999984741211,120.58000183105469,121.30000305175781,122.91000366210938,8851600.0,104.28274536132812
2016-01-22,124.73999786376953,121.7699966430664,124.66999816894531,122.5,9238400.0,103.93489074707031
2016-01-25,124.2300033569336,121.63999938964844,122.0999984741211,122.08000183105469,5446000.0,103.57853698730469
2016-01-26,123.61000061035156,122.23999786376953,122.25,122.58999633789062,4617800.0,104.01124572753906
2016-01-27,123.37000274658203,120.6500015258789,122.7300033569336,120.95999908447266,5026400.0,102.6282730102539
2016-01-28,122.83000183105469,121.01000213623047,121.26000213623047,122.22000122070312,3942500.0,103.69733428955078
2016-01-29,124.79000091552734,122.95999908447266,123.27999877929688,124.79000091552734,8248100.0,105.87782287597656
2016-02-01,125.29000091552734,123.70999908447266,124.4000015258789,124.83000183105469,3574900.0,105.91178131103516
2016-02-02,124.13999938964844,122.63999938964844,123.66999816894531,122.94000244140625,3287300.0,104.3082275390625
2016-02-03,125.44999694824219,122.29000091552734,123.98999786376953,124.72000122070312,6223500.0,105.8184585571289
2016-02-04,128.5,125.0,125.08000183105469,127.6500015258789,5266500.0,108.30438995361328
2016-02-05,128.63999938964844,125.8499984741211,127.22000122070312,128.57000732421875,7177700.0,109.08499145507812
2016-02-08,127.51000213623047,124.12999725341797,126.0,126.9800033569336,7364000.0,108.83641052246094
2016-02-09,126.93000030517578,123.7699966430664,126.12000274658203,124.06999969482422,5957200.0,106.34220123291016
2016-02-10,125.29000091552734,119.83999633789062,125.0,120.19000244140625,6469100.0,103.0166015625
2016-02-11,119.66000366210938,116.9000015258789,118.77999877929688,117.8499984741211,7307600.0,101.01094055175781
2016-02-12,121.05000305175781,118.3499984741211,119.26000213623047,121.04000091552734,4936500.0,103.7451400756836
2016-02-16,123.08999633789062,121.33999633789062,121.83000183105469,122.73999786376953,4061400.0,105.20223236083984
2016-02-17,126.56999969482422,123.25,123.70999908447266,126.0999984741211,4821000.0,108.08213806152344
2016-02-18,134.0,129.75,130.0,132.4499969482422,9951600.0,113.52482604980469
2016-02-19,133.64999389648438,130.83999633789062,132.36000061035156,133.0800018310547,5125300.0,114.06478881835938
